No., subject, TM-score, RMSD, Sequence Identity, Subject length, Aligned length, Description
127, 5tjiA, 0.7183, 2.67, 0.133, 882, 90, CA2+ BOUND APLYSIA SLO1
128, 4j9uE, 0.7170, 2.70, 0.174, 451, 86, CRYSTAL STRUCTURE OF THE TRKH/TRKA POTASSIUM TRANSPORT COMPLEX
129, 4j9uG, 0.7148, 2.70, 0.186, 452, 86, CRYSTAL STRUCTURE OF THE TRKH/TRKA POTASSIUM TRANSPORT COMPLEX
130, 4hpfB, 0.7049, 2.43, 0.126, 543, 87, STRUCTURE OF THE HUMAN SLO3 GATING RING
131, 4hpfA, 0.7049, 2.43, 0.126, 548, 87, STRUCTURE OF THE HUMAN SLO3 GATING RING
132, 4j9uH, 0.7011, 2.75, 0.186, 450, 86, CRYSTAL STRUCTURE OF THE TRKH/TRKA POTASSIUM TRANSPORT COMPLEX
133, 4gx0C, 0.6986, 2.29, 0.215, 546, 79, CRYSTAL STRUCTURE OF THE GSUK L97D MUTANT
134, 4gx2B, 0.6984, 2.16, 0.228, 548, 79, GSUK CHANNEL BOUND TO NAD
135, 4gx5B, 0.6977, 2.08, 0.203, 548, 79, GSUK CHANNEL
136, 4gx0B, 0.6966, 2.13, 0.215, 547, 79, CRYSTAL STRUCTURE OF THE GSUK L97D MUTANT
137, 4gx1C, 0.6962, 2.12, 0.228, 546, 79, CRYSTAL STRUCTURE OF THE GSUK BOUND TO ADP
138, 4gx2C, 0.6948, 2.13, 0.228, 547, 79, GSUK CHANNEL BOUND TO NAD
139, 4gx1B, 0.6944, 2.16, 0.228, 547, 79, CRYSTAL STRUCTURE OF THE GSUK BOUND TO ADP
140, 5u70A, 0.6935, 2.79, 0.165, 902, 85, CHICKEN SLO2.2 IN AN OPEN CONFORMATION VITRIFIED IN THE PRESENCE OF 300 MM NACL
141, 4j91B, 0.6934, 1.80, 0.195, 215, 77, DIAMOND-SHAPED OCTAMERIC STRUCTURE OF KTRA WITH ADP BOUND
142, 4gvlC, 0.6930, 2.15, 0.228, 455, 79, CRYSTAL STRUCTURE OF THE GSUK RCK DOMAIN
143, 4gvlA, 0.6919, 2.16, 0.228, 455, 79, CRYSTAL STRUCTURE OF THE GSUK RCK DOMAIN
144, 4gvlB, 0.6908, 2.18, 0.228, 455, 79, CRYSTAL STRUCTURE OF THE GSUK RCK DOMAIN
145, 4j7cE, 0.6898, 1.96, 0.179, 216, 78, KTRAB POTASSIUM TRANSPORTER FROM BACILLUS SUBTILIS
146, 4j7cB, 0.6892, 1.96, 0.179, 217, 78, KTRAB POTASSIUM TRANSPORTER FROM BACILLUS SUBTILIS
147, 4j7cA, 0.6887, 1.97, 0.179, 216, 78, KTRAB POTASSIUM TRANSPORTER FROM BACILLUS SUBTILIS
148, 4j7cC, 0.6885, 1.97, 0.179, 216, 78, KTRAB POTASSIUM TRANSPORTER FROM BACILLUS SUBTILIS
149, 4j7cG, 0.6884, 1.97, 0.179, 216, 78, KTRAB POTASSIUM TRANSPORTER FROM BACILLUS SUBTILIS
150, 4j7cH, 0.6877, 1.97, 0.179, 217, 78, KTRAB POTASSIUM TRANSPORTER FROM BACILLUS SUBTILIS
151, 4j7cD, 0.6876, 1.97, 0.179, 217, 78, KTRAB POTASSIUM TRANSPORTER FROM BACILLUS SUBTILIS
152, 4j7cF, 0.6861, 1.98, 0.179, 217, 78, KTRAB POTASSIUM TRANSPORTER FROM BACILLUS SUBTILIS
153, 4gx5C, 0.6859, 2.20, 0.215, 546, 79, GSUK CHANNEL
154, 4gvlD, 0.6849, 2.26, 0.228, 455, 79, CRYSTAL STRUCTURE OF THE GSUK RCK DOMAIN
155, 4j90B, 0.6815, 2.01, 0.179, 217, 78, SQUARE-SHAPED OCTAMERIC STRUCTURE OF KTRA WITH ATP BOUND
156, 4j90A, 0.6791, 2.03, 0.179, 217, 78, SQUARE-SHAPED OCTAMERIC STRUCTURE OF KTRA WITH ATP BOUND
157, 4j9uF, 0.6771, 2.95, 0.193, 444, 83, CRYSTAL STRUCTURE OF THE TRKH/TRKA POTASSIUM TRANSPORT COMPLEX
158, 4j91C, 0.6735, 2.07, 0.200, 212, 75, DIAMOND-SHAPED OCTAMERIC STRUCTURE OF KTRA WITH ADP BOUND
159, 3jxoB, 0.6730, 2.08, 0.234, 85, 77, CRYSTAL STRUCTURE OF AN OCTOMERIC TWO-SUBUNIT TRKA K+ CHANNEL RING GATING ASSEMBLY TM1088A:TM1088B FROM THERMOTOGA MARITIMA
160, 4j91D, 0.6725, 1.77, 0.189, 212, 74, DIAMOND-SHAPED OCTAMERIC STRUCTURE OF KTRA WITH ADP BOUND
161, 5a6fC, 0.6671, 2.54, 0.183, 540, 82, CRYO-EM STRUCTURE OF THE SLO2.2 NA-ACTIVATED K CHANNEL
162, 5a6eC, 0.6671, 2.54, 0.183, 540, 82, CRYO-EM STRUCTURE OF THE SLO2.2 NA-ACTIVATED K CHANNEL
163, 5u76A, 0.6664, 2.58, 0.193, 878, 83, CHICKEN SLO2.2 IN A CLOSED CONFORMATION VITRIFIED IN THE PRESENCE OF 300 MM NACL
164, 3jxoA, 0.6506, 2.14, 0.237, 84, 76, CRYSTAL STRUCTURE OF AN OCTOMERIC TWO-SUBUNIT TRKA K+ CHANNEL RING GATING ASSEMBLY TM1088A:TM1088B FROM THERMOTOGA MARITIMA
165, 3l4bC, 0.6433, 2.29, 0.234, 216, 77, CRYSTAL STRUCTURE OF AN OCTOMERIC TWO-SUBUNIT TRKA K+ CHANNEL RING GATING ASSEMBLY TM1088A:TM1088B FROM THERMOTOGA MARITIMA
166, 3l4bD, 0.6432, 2.29, 0.234, 216, 77, CRYSTAL STRUCTURE OF AN OCTOMERIC TWO-SUBUNIT TRKA K+ CHANNEL RING GATING ASSEMBLY TM1088A:TM1088B FROM THERMOTOGA MARITIMA
167, 4ys2B, 0.6160, 1.93, 0.214, 71, 70, RCK DOMAIN WITH CDA
168, 4j91A, 0.6148, 2.13, 0.203, 205, 69, DIAMOND-SHAPED OCTAMERIC STRUCTURE OF KTRA WITH ADP BOUND
169, 4ys2A, 0.6146, 1.99, 0.214, 71, 70, RCK DOMAIN WITH CDA
170, 5f29A, 0.6113, 1.89, 0.217, 69, 69, STRUCTURE OF RCK DOMAIN WITH CDA
171, 4g65A, 0.6110, 2.85, 0.152, 448, 79, POTASSIUM TRANSPORTER PERIPHERAL MEMBRANE COMPONENT (TRKA) FROM VIBRIO VULNIFICUS
172, 5f29B, 0.6088, 2.09, 0.200, 70, 70, STRUCTURE OF RCK DOMAIN WITH CDA
173, 3l4bG, 0.6079, 2.25, 0.222, 211, 72, CRYSTAL STRUCTURE OF AN OCTOMERIC TWO-SUBUNIT TRKA K+ CHANNEL RING GATING ASSEMBLY TM1088A:TM1088B FROM THERMOTOGA MARITIMA
174, 3l4bH, 0.5550, 2.28, 0.227, 205, 66, CRYSTAL STRUCTURE OF AN OCTOMERIC TWO-SUBUNIT TRKA K+ CHANNEL RING GATING ASSEMBLY TM1088A:TM1088B FROM THERMOTOGA MARITIMA
