
3JBQ 1 ,94,11.6,10e-7.8,2.7,14.9,Domain Organization And Conformational Plasticity Of The G Protein Effector, Pde6
3JBQ 2 ,96,11.5,10e-7.6,3.0,14.6,Domain Organization And Conformational Plasticity Of The G Protein Effector, Pde6
2ZMF B ,98,11.1,10e-6.0,2.5,10.2,Crystal Structure Of The C-Terminal Gaf Domain Of Human Phosphodiesterase 10a
1ZTU A ,115,9.7,0.0006,3.0,13.9,Structure Of The Chromophore Binding Domain Of Bacterial Phytochromeÿ
1ZTU A 1,118,9.7,10e-4.5,3.1,12.7,Structure Of The Chromophore Binding Domain Of Bacterial Phytochromeÿ
4Q0J A ,98,9.7,0.0436,2.5,14.3,Deinococcus Radiodurans Bphp Photosensory Module
4Q0J A 1,99,9.7,0.0005,2.5,15.2,Deinococcus Radiodurans Bphp Photosensory Module
2K2N A ,82,9.7,10e-6.2,2.5,12.2,Solution Structure Of A Cyanobacterial Phytochrome Gaf Domain In The Red Light-Absorbing Ground State
3S7N A 1,111,9.7,10e-4.4,2.8,13.5,Crystal Structure Of The Alternate His 207 Conformation Of The Infrared Fluorescent D207h Variant Of Deinococcus Bacteriophytochrome Chromophore Binding Domain At 2.45 Angstrom Resolutionÿ
4RQW B ,100,9.7,0.0001,3.1,6.0,Crystal Structure Of Myc3 N-terminal Jaz-binding Domain [44-238] From Arabidopsis
4IJG A ,117,9.6,0.0007,2.9,12.8,Crystal Structure Of Monomeric Bacteriophytochrome
4IJG A 1,109,9.6,10e-4.4,2.8,11.9,Crystal Structure Of Monomeric Bacteriophytochrome
3S7P A 1,111,9.6,10e-4.4,2.8,13.5,Crystal Structure Of The Infrared Fluorescent D207h Variant Of Deinococcus Bacteriophytochrome Chromophore Binding Domain At 1.72 Angstrom Resolutionÿ
2K31 A ,95,9.6,10e-4.2,2.9,6.3,Solution Structure Of Cgmp-Binding Gaf Domain Of Phosphodiesterase 5

4Q0H A 1,115,9.6,10e-4.4,2.9,13.0,Deinococcus Radiodurans Bphp Pas-gaf
4O01 A ,117,9.6,0.0314,2.9,13.7,Crystal Structure Of D. Radiodurans Bacteriophytochrome Photosensory Core Module In Its Illuminated Form
4O01 A 1,109,9.6,0.0002,2.7,13.8,Crystal Structure Of D. Radiodurans Bacteriophytochrome Photosensory Core Module In Its Illuminated Form
4O01 D ,114,9.6,0.0318,2.9,13.2,Crystal Structure Of D. Radiodurans Bacteriophytochrome Photosensory Core Module In Its Illuminated Form
4O01 D 1,114,9.6,0.0002,2.9,12.3,Crystal Structure Of D. Radiodurans Bacteriophytochrome Photosensory Core Module In Its Illuminated Form
4Q0I A 1,117,9.6,10e-4.4,3.1,13.7,Deinococcus Radiodurans Bphp Pas-gaf D207a Mutant
4O01 C ,111,9.6,0.0324,2.8,13.5,Crystal Structure Of D. Radiodurans Bacteriophytochrome Photosensory Core Module In Its Illuminated Form
4O01 C 1,116,9.6,0.0002,3.0,13.8,Crystal Structure Of D. Radiodurans Bacteriophytochrome Photosensory Core Module In Its Illuminated Form
4O01 B ,117,9.6,0.0324,3.0,12.8,Crystal Structure Of D. Radiodurans Bacteriophytochrome Photosensory Core Module In Its Illuminated Form
4O01 B 1,116,9.6,0.0002,2.9,12.1,Crystal Structure Of D. Radiodurans Bacteriophytochrome Photosensory Core Module In Its Illuminated Form
3IBJ A 1,106,9.6,10e-4.8,3.2,11.3,X-Ray Structure Of Pde2aÿ
2O9B A ,119,9.6,0.0008,3.1,11.8,Crystal Structure Of Bacteriophytochrome Chromophore Binding Domain
2O9B A 1,105,9.6,10e-4.4,2.8,14.3,Crystal Structure Of Bacteriophytochrome Chromophore Binding Domain
3S7O A 1,124,9.6,10e-4.4,3.3,13.7,Crystal Structure Of The Infrared Fluorescent D207h Variant Of Deinococcus Bacteriophytochrome Chromophore Binding Domain At 1.24 Angstrom Resolutionÿ
4E04 B 1,107,9.6,10e-4.4,2.8,8.4,Rpbphp2 Chromophore-Binding Domain Crystallized By Homologue-Directed Mutagenesis
5HL6 B ,86,9.6,10e-5.1,2.3,16.3,Crystal Structure Of A Putative Gaf Sensor Protein From Burkholderia Vietnamiensis
3KSF D ,92,9.6,10e-5.1,2.4,6.5,Structure Of Frmsr Of Staphylococcus Aureus (Reduced Form)ÿ
4ZRR A ,109,9.6,0.0010,2.7,11.0,Crystal Structure Of Monomeric Bacteriophytochrome Mutant D207l Y263f At 1.5 A Resolution Using A Home Source
4ZRR A 1,109,9.6,10e-4.3,2.7,11.9,Crystal Structure Of Monomeric Bacteriophytochrome Mutant D207l Y263f At 1.5 A Resolution Using A Home Source
4Y3I A ,116,9.5,0.0015,3.0,12.1,Pas-gaf Fragment From Deinococcus Radiodurans Bphp Assembled With Bv - Y307s, Low Dose
3KSF B ,91,9.5,10e-5.0,2.4,7.7,Structure Of Frmsr Of Staphylococcus Aureus (Reduced Form)ÿ
3S7Q A ,119,9.5,0.0012,3.0,13.4,Crystal Structure Of A Monomeric Infrared Fluorescent Deinococcus Radiodurans Bacteriophytochrome Chromophore Binding Domainÿ
3S7Q A 1,113,9.5,10e-4.2,2.9,11.5,Crystal Structure Of A Monomeric Infrared Fluorescent Deinococcus Radiodurans Bacteriophytochrome Chromophore Binding Domainÿ
3DBA B ,95,9.5,10e-4.1,2.3,16.8,Crystal Structure Of The Cgmp-Bound Gaf A Domain From The Photoreceptor Phosphodiesterase 6c
3KSF F ,92,9.5,10e-5.0,2.4,7.6,Structure Of Frmsr Of Staphylococcus Aureus (Reduced Form)ÿ
4MMN G ,87,9.5,10e-5.2,2.3,11.5,Structural And Biochemical Analysis Of Type Ii Free Methionine-r- Sulfoxide Reductase From Thermoplasma Acidophilum
3KSG A ,91,9.5,10e-4.9,2.4,7.7,Structure Of Frmsr Of Staphylococcus Aureus (Complex With Suÿ
3KSF E ,93,9.5,10e-4.9,2.5,7.5,Structure Of Frmsr Of Staphylococcus Aureus (Reduced Form)ÿ
1F5M A ,91,9.5,10e-4.9,2.2,7.7,Structure Of The Gaf Domain
3KSF A ,91,9.5,10e-4.9,2.4,6.6,Structure Of Frmsr Of Staphylococcus Aureus (Reduced Form)ÿ
3KSG B ,92,9.4,10e-4.9,2.5,7.6,Structure Of Frmsr Of Staphylococcus Aureus (Complex With Suÿ
3KSF C ,91,9.4,10e-4.9,2.4,7.7,Structure Of Frmsr Of Staphylococcus Aureus (Reduced Form)ÿ
3OOV B ,96,9.4,10e-5.1,2.2,10.4,Crystal Structure Of A Methyl-Accepting Chemotaxis Protein, Residues 122 To 287ÿ
1F5M B ,93,9.4,10e-4.9,2.3,7.5,Structure Of The Gaf Domain
3OOV A ,96,9.4,10e-5.1,2.2,11.5,Crystal Structure Of A Methyl-Accepting Chemotaxis Protein, Residues 122 To 287ÿ
3MF0 B ,103,9.4,0.0274,2.9,10.7,Crystal Structure Of Pde5a Gaf Domain (89-518)ÿ
3MF0 B 1,106,9.4,0.0002,3.0,10.4,Crystal Structure Of Pde5a Gaf Domain (89-518)ÿ
4MMN E ,86,9.4,10e-5.1,2.3,11.6,Structural And Biochemical Analysis Of Type Ii Free Methionine-r- Sulfoxide Reductase From Thermoplasma Acidophilum
2KOI A ,101,9.4,10e-4.6,2.9,11.9,Refined Solution Structure Of A Cyanobacterial Phytochrome Gaf Domain In The Red Light-Absorbing Ground Stateÿ
4MMN D ,86,9.4,10e-5.1,2.3,11.6,Structural And Biochemical Analysis Of Type Ii Free Methionine-r- Sulfoxide Reductase From Thermoplasma Acidophilum
3KSF H ,90,9.4,10e-4.8,2.3,7.8,Structure Of Frmsr Of Staphylococcus Aureus (Reduced Form)ÿ
3KO6 A ,93,9.4,10e-4.8,2.4,8.6,Crystal Structure Of Yeast Free Methionine-R-Sulfoxide Reductase Ykg9 In Complex With The Substrateÿ
3MMH A ,97,9.4,10e-4.8,2.4,11.3,X-Ray Structure Of Free Methionine-R-Sulfoxide Reductase Fro Neisseria Meningitidis In Complex With Its Substrateÿ
3KSH A ,91,9.3,10e-4.7,2.3,7.7,Structure Of Frmsr Of Staphylococcus Aureus (Oxidized Form)ÿ
4MMN F ,87,9.3,10e-5.0,2.3,11.5,Structural And Biochemical Analysis Of Type Ii Free Methionine-r- Sulfoxide Reductase From Thermoplasma Acidophilum
3KO6 B ,91,9.3,10e-4.7,2.2,7.7,Crystal Structure Of Yeast Free Methionine-R-Sulfoxide Reductase Ykg9 In Complex With The Substrateÿ
3KSF G ,92,9.3,10e-4.7,2.5,7.6,Structure Of Frmsr Of Staphylococcus Aureus (Reduced Form)ÿ
3KSI A ,91,9.3,10e-4.7,2.3,7.7,Structure Of Frmsr Of Staphylococcus Aureus (Complex With 2-ÿ
2KLI A ,115,9.3,10e-4.1,3.1,12.2,Structural Basis For The Photoconversion Of A Phytochrome To The Activated Far-Red Light-Absorbing Formÿ
5HL6 A ,89,9.3,10e-4.6,2.3,14.6,Crystal Structure Of A Putative Gaf Sensor Protein From Burkholderia Vietnamiensis
3CI6 B ,94,9.3,10e-4.6,2.3,14.9,Crystal Structure Of The Gaf Domain From Acinetobacter Phosphoenolpyruvate-Protein Phosphotransferase
3MMH B ,93,9.2,10e-4.5,2.2,11.8,X-Ray Structure Of Free Methionine-R-Sulfoxide Reductase Fro Neisseria Meningitidis In Complex With Its Substrateÿ
4MN7 B ,86,9.2,10e-4.8,2.4,11.6,Structural And Biochemical Analysis Of Type Ii Free Methionine-r- Sulfoxide Reductase From Thermoplasma Acidophilum
4S21 A 1,105,9.2,0.0037,2.7,6.7,Crystal Structure Of The Photosensory Core Module Of Bacteriophytochrome Rpa3015 From R. Palustris
4G3V B ,83,9.2,10e-4.2,2.2,13.3,Crystal Structure Of A. Aeolicus Nlh2 Gaf Domain In An Inactive State
4MN7 A ,86,9.2,10e-4.8,2.5,11.6,Structural And Biochemical Analysis Of Type Ii Free Methionine-r- Sulfoxide Reductase From Thermoplasma Acidophilum
3E0Y A ,87,9.2,10e-4.5,2.6,11.5,The Crystal Structure Of A Conserved Domain From A Protein Of Geobacter Sulfurreducens Pca
3MF0 A ,105,9.1,0.0323,3.0,9.5,Crystal Structure Of Pde5a Gaf Domain (89-518)ÿ
3MF0 A 1,102,9.1,0.0002,2.9,9.8,Crystal Structure Of Pde5a Gaf Domain (89-518)ÿ
4Y5F A ,115,9.1,0.0072,3.0,13.0,Pas-gaf Fragment From Deinococcus Radiodurans Bphp Assembled With Bv - Y307s, High Dose

3CI6 A ,92,9.1,10e-4.3,2.3,14.1,Crystal Structure Of The Gaf Domain From Acinetobacter Phosphoenolpyruvate-Protein Phosphotransferase
3S7N A ,113,9.1,0.0080,3.0,13.3,Crystal Structure Of The Alternate His 207 Conformation Of The Infrared Fluorescent D207h Variant Of Deinococcus Bacteriophytochrome Chromophore Binding Domain At 2.45 Angstrom Resolutionÿ
4E04 A ,107,9.0,0.0192,2.7,8.4,Rpbphp2 Chromophore-Binding Domain Crystallized By Homologue-Directed Mutagenesis
3S7P A ,106,9.0,0.0085,2.6,14.2,Crystal Structure Of The Infrared Fluorescent D207h Variant Of Deinococcus Bacteriophytochrome Chromophore Binding Domain At 1.72 Angstrom Resolutionÿ
4Q0H A ,115,9.0,0.0086,2.9,12.2,Deinococcus Radiodurans Bphp Pas-gaf
4Q0I A ,113,9.0,0.0088,3.0,14.2,Deinococcus Radiodurans Bphp Pas-gaf D207a Mutant
3S7O A ,111,9.0,0.0094,2.9,13.5,Crystal Structure Of The Infrared Fluorescent D207h Variant Of Deinococcus Bacteriophytochrome Chromophore Binding Domain At 1.24 Angstrom Resolutionÿ
4E04 B ,103,9.0,0.0120,2.6,8.7,Rpbphp2 Chromophore-Binding Domain Crystallized By Homologue-Directed Mutagenesis
4YWC A ,95,9.0,0.0030,3.1,7.4,Crystal Structure Of Myc3(5-242) Fragment In Complex With Jaz9(218- 239) Peptide
4YWC B ,79,9.0,0.0030,2.5,13.9,Crystal Structure Of Myc3(5-242) Fragment In Complex With Jaz9(218- 239) Peptide
4G3V A ,84,8.9,0.0002,2.1,13.1,Crystal Structure Of A. Aeolicus Nlh2 Gaf Domain In An Inactive State
3LFV B 1,99,8.9,0.0012,2.7,7.1,Crystal Structure Of Unliganded Pde5a Gaf Domainÿ
2OOL B ,115,8.9,0.0310,3.0,8.7,Crystal Structure Of The Chromophore-Binding Domain Of An Unusual Bacteriophytochrome Rpbphp3 From R. Palustris
3RFB B ,95,8.9,10e-4.1,2.6,10.5,Structure Of Frmsrÿ
4RS9 A ,80,8.9,0.0039,2.6,11.2,Structure Of Myc3 N-terminal Jaz-binding Domain [44-238] In Complex With Jas Motif Of Jaz9
4RQW A ,91,8.9,0.0039,3.0,6.6,Crystal Structure Of Myc3 N-terminal Jaz-binding Domain [44-238] From Arabidopsis
3E0Y B ,86,8.9,10e-4.0,2.5,11.6,The Crystal Structure Of A Conserved Domain From A Protein Of Geobacter Sulfurreducens Pca
3RFB A ,91,8.9,10e-4.0,2.6,11.0,Structure Of Frmsrÿ
4GW9 A 1,119,8.9,0.0022,3.4,12.6,Structure Of A Bacteriophytochrome And Light-Stimulated Protomer Swapping With A Gene Repressor
2OOL A ,107,8.9,0.0338,2.6,8.4,Crystal Structure Of The Chromophore-Binding Domain Of An Unusual Bacteriophytochrome Rpbphp3 From R. Palustris
2LB9 A ,103,8.8,0.0002,3.0,10.7,Refined Solution Structure Of A Cyanobacterial Phytochrome Gaf Domain In The Red Light-Absorbing Ground State (Corrected Pyrrole Ring Planarity)ÿ
4YZ6 A ,77,8.8,0.0043,2.6,13.0,Crystal Structure Of Myc3[44-238] From Arabidopsis In Complex With Jaz1 Peptide [200-221]
3LFV A 2,104,8.8,0.0014,3.0,10.6,Crystal Structure Of Unliganded Pde5a Gaf Domainÿ
3BJN A ,76,8.8,0.0011,2.2,10.5,Crystal Structure Of C-Terminal Domain Of Putative Transcriptional Regulator From Vibrio Cholerae, Targeted Domain 79-240
3NHQ H 1,119,8.7,0.0108,3.9,10.1,The Dark Pfr Structure Of The Photosensory Core Module Of P. Aeruginosa Bacteriophytochromeÿ
4E04 A 2,103,8.7,0.0002,2.8,7.8,Rpbphp2 Chromophore-Binding Domain Crystallized By Homologue-Directed Mutagenesis
4GW9 B 1,115,8.6,0.0030,3.6,10.4,Structure Of A Bacteriophytochrome And Light-Stimulated Protomer Swapping With A Gene Repressor
3C2W F 1,106,8.6,0.0153,3.4,7.5,Crystal Structure Of The Photosensory Core Domain Of P. Aeruginosa Bacteriophytochrome Pabphp In The Pfr State
4RRU A ,94,8.6,0.0173,3.1,6.4,Myc3 N-terminal Jaz-binding Domain[5-242] From Arabidopsis
3C2W H 1,115,8.6,0.0188,3.7,9.6,Crystal Structure Of The Photosensory Core Domain Of P. Aeruginosa Bacteriophytochrome Pabphp In The Pfr State
2VEA A 1,102,8.5,0.0025,2.8,8.8,The Complete Sensory Module Of The Cyanobacterial Phytochrome Cph1 In The Pr-State
4GW9 C 1,120,8.5,0.0044,3.5,12.5,Structure Of A Bacteriophytochrome And Light-Stimulated Protomer Swapping With A Gene Repressor
3NHQ B 2,114,8.5,0.0029,3.4,6.1,The Dark Pfr Structure Of The Photosensory Core Module Of P. Aeruginosa Bacteriophytochromeÿ
2LB5 A ,113,8.5,0.0006,3.2,10.6,Refined Structural Basis For The Photoconversion Of A Phytochrome To The Activated Far-Red Light-Absorbing Formÿ
2OOL A 2,101,8.5,0.0004,2.4,7.9,Crystal Structure Of The Chromophore-Binding Domain Of An Unusual Bacteriophytochrome Rpbphp3 From R. Palustris
2OOL B 2,99,8.5,0.0004,2.5,8.1,Crystal Structure Of The Chromophore-Binding Domain Of An Unusual Bacteriophytochrome Rpbphp3 From R. Palustris
3IBR B 1,108,8.4,0.0052,3.5,6.5,Crystal Structure Of P. Aeruginosa Bacteriophytochrome Photosensory Core Module Mutant Q188l In The Mixed PrPFR Stateÿ
3C2W B 1,122,8.4,0.0079,3.7,9.8,Crystal Structure Of The Photosensory Core Domain Of P. Aeruginosa Bacteriophytochrome Pabphp In The Pfr State
3T1R B ,64,8.4,10e-4.6,2.2,6.2,Mglb With Tetrameric Arrangementÿ
3T1R D ,62,8.4,10e-4.6,2.1,4.8,Mglb With Tetrameric Arrangementÿ
3JPU B ,90,8.4,0.0007,3.1,8.9,Lasr-Tp4 Complexÿ
3C2W D 1,127,8.4,0.0082,3.8,11.0,Crystal Structure Of The Photosensory Core Domain Of P. Aeruginosa Bacteriophytochrome Pabphp In The Pfr State
3T1X A ,65,8.4,10e-4.6,2.1,4.6,Mglb R124a E127a Monomerÿ
4G3W A ,81,8.4,0.0006,2.4,16.0,Crystal Structure Of A. Aeolicus Nlh1 Gaf Domain In An Inactive State
3NHQ A 1,126,8.4,0.0094,3.9,11.9,The Dark Pfr Structure Of The Photosensory Core Module Of P. Aeruginosa Bacteriophytochromeÿ
3T1Q B ,64,8.4,10e-4.5,2.2,6.2,Mgla Bound To Gppnhp In Complex With Mglbÿ
3T1R C ,65,8.4,10e-4.5,2.1,4.6,Mglb With Tetrameric Arrangementÿ
3R7W A ,56,8.4,0.0189,2.1,12.5,Crystal Structure Of Gtr1p-Gtr2p Complexÿ
3R7W A 2,55,8.4,10e-4.2,2.0,12.7,Crystal Structure Of Gtr1p-Gtr2p Complexÿ
3NHQ E 1,117,8.3,0.0105,3.5,6.8,The Dark Pfr Structure Of The Photosensory Core Module Of P. Aeruginosa Bacteriophytochromeÿ
3T1Q C ,65,8.3,10e-4.5,2.1,4.6,Mgla Bound To Gppnhp In Complex With Mglbÿ
3T1R A ,65,8.3,10e-4.5,2.3,6.2,Mglb With Tetrameric Arrangementÿ
3T12 B ,63,8.3,10e-4.4,2.1,6.3,Mgla In Complex With Mglb In Transition Stateÿ
1J3W B ,64,8.3,10e-4.4,2.3,9.4,Structure Of Gliding Protein-Mglb From Thermus Thermophilus Hb8
3HCY B ,94,8.3,0.0001,2.3,14.9,The Crystal Structure Of The Domain Of Putative Two- Component Sensor Histidine Kinase Protein From Sinorhizobium Meliloti 1021ÿ
3T12 C ,65,8.3,10e-4.4,2.2,4.6,Mgla In Complex With Mglb In Transition Stateÿ
1TD5 C ,83,8.3,0.0059,2.7,15.7,Crystal Structure Of The Ligand Binding Domain Of E. Coli Iclr
3C2W E 1,118,8.3,0.0145,3.5,5.9,Crystal Structure Of The Photosensory Core Domain Of P. Aeruginosa Bacteriophytochrome Pabphp In The Pfr State
1J3W D ,66,8.2,10e-4.3,2.3,4.5,Structure Of Gliding Protein-Mglb From Thermus Thermophilus Hb8
4ARZ A ,56,8.2,0.0294,2.0,12.5,The Crystal Structure Of Gtr1p-Gtr2p Complexed With Gtp-Gdp
